Code,Days,Times,Location
69097,W,4:00- 4:50p,SSL 105
69098,Th,12:00-12:50p,SSL 152
69099,Th,2:00- 2:50p,SSL 171
69100,TuTh,2:00- 3:20p,SSH 100
69101,Th,3:00- 3:50p,PSCB 240
69107,W,9:00- 9:50 ,PSCB 240
69109,W,5:00- 5:50p,PSCB 240
69110,MWF,4:00- 4:50p,HH 178
69120,MWF,12:00-12:50p,HH 178
69121,W,2:00- 2:50p,PSCB 240
69164,Th,2:00- 2:50p,HH 118
69250,MWF,3:00- 3:50p,SSL 228
69251,M,10:00-10:50 ,HH 118
69252,W,4:00- 4:50p,HH 118
69290,TuTh,2:00- 3:20p,SSL 140
69330,MWF,2:00- 2:50p,SSL 270
69350,TuTh,9:30-10:50 ,SE2 1306
69360,Tu,12:30- 3:20p,SBSG 1321
69370,TuTh,5:00- 6:20p,MPAA 330
69381,M,1:00- 1:50p,HH 254
69440,MWF,11:00-11:50 ,SSL 270
69443,W,8:00- 8:50 ,HH 156
69470,TuTh,11:00-12:20p,SST 120
69475,TuTh,12:30- 1:50p,SST 120
69500,MWF,10:00-10:50 ,SBSG 1321
69700,M,2:00- 4:50p,SSPB 4206
69710,Tu,9:00-11:50 ,SSPB 4250
69720,Th,12:00- 2:50p,SBSG 1321
69721,Tu,2:00- 2:50p,SST 630
69722,Tu,3:00- 3:50p,SST 630
69730,Th,9:00-11:50 ,SSPB 4250
69740,Tu,2:00- 4:50p,SSPB 4250
69760,Th,2:00- 4:50p,SSPB 4250
69775,F,9:00-11:50 ,SSPB 4206
69780,W,2:00- 4:50p,SSPB 4206
69790,M,9:00-11:50 ,SSPB 4250
69810,M,2:00- 4:50p,SSPB 4250
69830,W,2:00- 4:50p,SSPB 4250
69860,W,9:00-11:50 ,SSPB 4206
31300,TuWTh,8:00- 8:50 ,HH 108
31302,TuWTh,9:00- 9:50 ,HH 108
31304,TuWTh,10:00-10:50 ,HH 108
31306,TuWTh,11:00-11:50 ,HH 108
31308,TuWTh,12:00-12:50p,HH 108
31310,TuWTh,1:00- 1:50p,HH 108
31320,TuWTh,2:00- 2:50p,IAB 128
31330,TuWTh,2:00- 2:50p,HH 251
31340,TuWTh,8:00- 8:50 ,HH 214
31342,TuWTh,9:00- 9:50 ,HH 214
31344,TuWTh,12:00-12:50p,HH 226
31350,TuWTh,10:00-10:50 ,HH 214
31360,TuWTh,9:00- 9:50 ,SST 238
31410,TuTh,10:00-10:50 ,HH 269
31412,TuTh,11:00-11:50 ,HH 214
31420,TuTh,12:30- 1:50p,HG 1800
31421,M,11:00-11:50 ,HICF 100K
31422,M,12:00-12:50p,HICF 100K
31423,W,9:00- 9:50 ,HH 156
31424,W,10:00-10:50 ,HH 156
31500,TuTh,10:30-11:50 ,HH 226
31505,MWF,9:00- 9:50 ,HH 226
31510,MWF,2:00- 2:50p,HH 226
31515,MWF,10:00-10:50 ,HH 226
31520,TuTh,2:30- 3:50p,HH 226
31521,TuTh,9:00-10:20 ,HH 226
31525,MW,11:00-12:20p,HG 1070
31527,M,12:30- 1:50p,HG 1070
31830,M,3:00- 5:50p,HH 226
31840,Th,2:00- 4:50p,HIB 246
72989,Th,2:00- 2:50p,HH 118
72990,Th,2:00- 3:50p,SBSG 1200
72992,M,3:00- 5:50p,SST 120
37100,TuTh,12:30- 1:50p,ICS 174
37110,TuTh,9:30-10:50 ,DBH 1100
37120,TuTh,11:00-12:20p,DBH 1100
37130,MW,9:00- 9:50 ,SSH 100
37140,TuTh,3:30- 4:50p,DBH 1100
37150,TuTh,8:00- 9:20 ,ICS 174
37151,F,8:00- 8:50 ,SH 174
37152,F,9:00- 9:50 ,SH 174
37160,TuTh,9:30-10:50 ,ICS 174
37161,F,10:00-10:50 ,SH 174
37162,F,11:00-11:50 ,SH 174
37170,MW,12:30- 1:50p,ICS 174
37200,TuTh,2:00- 3:20p,ICS 174
37210,TuTh,3:30- 4:50p,ICS 174
37230,MW,9:30-10:50 ,ICS 174
37231,F,9:00- 9:50 ,ICS 180
37232,F,10:00-10:50 ,PSCB 140
37240,MW,11:00-12:20p,ICS 174
37241,F,1:00- 1:50p,MSTB 118
37242,F,2:00- 2:50p,MSTB 118
37400,TuTh,12:30- 1:50p,ICS 180
37410,TuTh,3:30- 4:50p,HIB 110
37420,TuTh,2:00- 3:20p,ICS 174
37430,TuTh,3:30- 4:50p,ICS 174
37450,TuTh,11:00-12:20p,ICS 180
37470,MW,12:30- 1:50p,DBH 1300
37500,MW,9:30-10:50 ,ICS 174
37502,F,10:00-10:50 ,PSCB 140
37510,MW,11:00-12:20p,ICS 174
37511,F,1:00- 1:50p,MSTB 118
37512,F,2:00- 2:50p,MSTB 118
37540,TuTh,2:00- 3:20p,ICS 180
37700,TuTh,5:00- 6:20p,DBH 1300
37710,TuTh,6:30- 7:50p,DBH 1300
37720,MW,12:30- 1:50p,DBH 1423
87102,M,6:00- 6:50p,ALP 1110
87103,M,3:00- 3:50p,ALP 1110
87104,M,7:00- 7:50p,ALP 1100
87105,Tu,9:00- 9:50 ,ALP 1100
87106,Tu,9:00- 9:50 ,ALP 1120
87108,Tu,10:00-10:50 ,ALP 1100
87110,Tu,11:00-11:50 ,SSL 152
87111,Tu,12:00-12:50p,SSL 152
87113,Tu,1:00- 1:50p,DBH 1425
87116,Tu,6:00- 6:50p,ALP 1100
87118,Tu,4:00- 4:50p,ALP 1110
87119,Tu,7:00- 7:50p,ALP 1100
87120,Tu,5:00- 5:50p,ALP 1100
87121,Tu,7:00- 7:50p,ALP 1110
87202,W,6:00- 6:50p,ALP 1110
87203,W,3:00- 3:50p,ALP 1110
87204,W,7:00- 7:50p,ALP 1100
87205,W,4:00- 4:50p,ALP 1110
87206,W,5:00- 5:50p,ALP 1110
87207,Th,9:00- 9:50 ,ALP 1120
87208,Th,9:00- 9:50 ,ALP 1100
87210,Th,6:00- 6:50p,ALP 1100
87213,Th,12:00-12:50p,DBH 1425
87215,Th,1:00- 1:50p,DBH 1425
87217,Th,7:00- 7:50p,ALP 1100
87218,Th,2:00- 2:50p,DBH 1425
87221,Th,7:00- 7:50p,ALP 1110
87682,TuTh,12:30- 1:50p,ALP 1600
87684,M,3:00- 3:50p,ALP 1100
87685,W,2:00- 2:50p,ALP 1100
87686,W,3:00- 3:50p,ALP 1100
87688,TuTh,2:00- 3:20p,ALP 1700
87710,Tu,2:00- 3:50p,ALP 3700
87713,Tu,2:00- 3:50p,ALP 2500
87714,W,1:00- 2:50p,ALP 2100
87715,W,3:00- 4:50p,ALP 2100
87716,Th,2:00- 3:50p,ALP 2500
87718,Th,3:30- 4:50p,ALP 1110
87725,F,1:00- 2:50p,ALP 1600
87900,Tu,1:00- 3:50p,AIRB 1030
87901,Th,12:30- 3:20p,AIRB 1030
53000,M,2:00- 4:50p,ON LINE
53005,TuTh,3:30- 4:50p,ALP 1300
53020,MW,9:30-10:50 ,ALP 1600
53037,TuTh,3:30- 4:50p,SSL 248
53042,MW,2:00- 3:20p,SSL 248
53051,MW,5:00- 6:20p,SSL 248
53054,TuTh,12:30- 1:50p,SBSG 4323
53068,TuTh,2:00- 3:20p,ALP 3600
53079,TuTh,12:30- 1:50p,ALP 2300
53080,Th,9:30-12:20p,SST 220B
53185,TuTh,2:00- 3:20p,SSPA 1100
53300,MW,9:30-10:50p,SBSG 3240
53305,Tu,9:30-12:20p,SBSG 3240
53317,MW,2:00- 3:20p,IAB 131
53319,Th,12:30- 3:20p,SST 220A
53375,Th,12:00- 2:50p,SBSG 3240
53414,TuTh,12:30- 1:50p,SBSG 4200
53415,TuTh,11:30-12:20p,SBSG 4200
53419,W,9:00-11:50 ,SST 220A
53421,M,5:30- 8:20p,SSPA 1170
53435,Th,5:00- 7:50p,ALP 3610
53440,W,5:00- 7:50p,SBSG 3240
53475,Th,9:00-11:50 ,SBSG 3240
53495,W,12:30- 3:20p,SBSG 3240
53505,Tu,1:00- 3:50p,SBSG 3240
53583,M,2:00- 4:50p,SBSG 3240
53600,W,2:00- 4:50p,SSPA 1165
53610,F,12:00- 2:50p,SBSG 3240
32410,MWF,9:00- 9:50 ,HH 112
32430,MWF,12:00-12:50p,HH 112
32501,Th,1:30- 4:20p,HG 2200
32511,Tu,9:00-11:50 ,HG 2200
32522,W,3:00- 5:50p,HG 2200
32526,W,5:00- 7:50p,DBH 1427
33010,TuTh,9:30-10:50 ,SSL 117
33012,TuTh,2:00- 3:20p,SSL 117
33014,TuTh,3:30- 4:50p,SSL 117
33016,MWF,10:00-10:50 ,SSL 117
33018,MWF,11:00-11:50 ,SSL 117
33020,MWF,12:00-12:50p,SSL 117
33030,TuTh,9:30-10:50 ,SSL 122
33032,TuTh,11:00-12:20p,SSL 122
33034,TuTh,12:30- 1:50p,SSL 122
33036,MWF,10:00-10:50 ,SSL 122
33038,MWF,11:00-11:50 ,SSL 122
33040,MWF,12:00-12:50p,SSL 122
33080,MWF,12:00-12:50p,HG 2320
33081,MWF,1:00- 1:50p,HG 2320
33082,MWF,8:00- 8:50 ,SSL 162
33083,MWF,9:00- 9:50 ,SSL 162
33084,MWF,10:00-10:50 ,SSL 162
33085,MWF,11:00-11:50 ,SSL 162
33086,MWF,12:00-12:50p,SSL 162
33087,MWF,1:00- 1:50p,SSL 162
33088,MWF,2:00- 2:50p,SSL 162
33089,MWF,3:00- 3:50p,SSL 162
33090,MWF,4:00- 4:50p,SSL 162
33091,MW,5:00- 6:20p,SSL 162
33092,TuTh,8:00- 9:20 ,SSL 162
33093,TuTh,9:30-10:50 ,SSL 162
33094,TuTh,11:00-12:20p,SSL 162
33095,TuTh,12:30- 1:50p,SSL 162
33096,TuTh,2:00- 3:20p,SSL 162
33097,TuTh,3:30- 4:50p,SSL 162
33098,TuTh,5:00- 6:20p,SSL 162
33099,TuTh,11:00-12:20p,SSL 117
33100,MWF,8:00- 8:50 ,HH 142
33101,MWF,9:00- 9:50 ,HH 142
33102,MWF,10:00-10:50 ,HH 142
33103,MWF,11:00-11:50 ,HH 142
33104,TuTh,8:00- 9:20 ,HH 142
33105,TuTh,9:30-10:50 ,HH 142
33106,TuTh,11:00-12:20p,HH 142
33107,TuTh,12:30- 1:50p,HH 142
33108,TuTh,2:00- 3:20p,HH 142
33109,TuTh,3:30- 4:50p,HH 142
33110,TuTh,5:00- 6:20p,HH 142
33111,TuTh,4:00- 5:20p,HH 226
33112,TuTh,5:30- 6:50p,HH 226
33113,TuTh,8:00- 9:20 ,HICF 100L
33114,TuTh,9:30-10:50 ,HICF 100L
33115,TuTh,11:00-12:20p,HICF 100L
33116,TuTh,2:00- 3:20p,PSCB 230
33117,TuTh,3:30- 4:50p,PSCB 230
33118,TuTh,5:00- 6:20p,PSCB 230
33150,MW,1:00- 2:20p,SSL 117
33151,F,1:00- 2:20p,SSL 117
33152,MW,2:30- 3:50p,SSL 117
33153,F,2:30- 3:50p,SSL 117
33154,MW,4:00- 5:20p,SSL 117
33155,F,4:00- 5:20p,SSL 117
33156,MW,5:30- 6:50p,SSL 117
33157,F,5:30- 6:50p,SSL 117
33170,MW,9:00-10:50 ,SSL 168
33171,MW,11:00-12:50p,SSL 168
33172,MW,1:00- 2:50p,SSL 168
33173,MW,3:00- 4:50p,SSL 168
33174,TuTh,9:00-10:50 ,SSL 168
33175,TuTh,11:00-12:50p,SSL 168
33176,TuTh,1:00- 2:50p,SSL 168
33177,TuTh,3:00- 4:50p,SSL 168
33178,MW,1:00- 2:50p,SSL 122
33179,MW,3:00- 4:50p,SSL 122
33180,TuTh,2:00- 3:50p,SSL 122
33181,TuTh,4:00- 5:50p,SSL 122
33182,TuTh,2:00- 3:50p,HG 2320
33183,TuTh,4:00- 5:50p,HG 2320
33184,MW,1:00- 2:50p,HG 2310
33185,MW,3:00- 4:50p,HG 2310
33201,MWF,8:00- 8:50 ,DBH 1433
33202,MWF,9:00- 9:50 ,DBH 1433
33203,MWF,10:00-10:50 ,DBH 1433
33204,MWF,11:00-11:50 ,DBH 1433
33205,MWF,12:00-12:50p,DBH 1433
33206,MWF,1:00- 1:50p,DBH 1433
33207,MWF,2:00- 2:50p,DBH 1433
33208,MWF,3:00- 3:50p,DBH 1433
33209,MWF,4:00- 4:50p,DBH 1433
33210,MW,5:00- 6:20p,DBH 1433
33211,TuTh,8:00- 9:20 ,DBH 1433
33212,TuTh,9:30-10:50 ,DBH 1433
33213,TuTh,11:00-12:20p,DBH 1433
33214,TuTh,12:30- 1:50p,DBH 1433
33215,TuTh,2:00- 3:20p,DBH 1433
33216,TuTh,3:30- 4:50p,DBH 1433
33217,TuTh,5:00- 6:20p,DBH 1433
33218,MWF,8:00- 8:50 ,DBH 1420
33219,MWF,9:00- 9:50 ,DBH 1420
33220,MWF,10:00-10:50 ,DBH 1420
33221,MWF,9:00- 9:50 ,ALP 2700
33222,MWF,12:00-12:50p,ALP 2700
33223,MW,5:00- 6:20p,ALP 2700
33224,MWF,8:00- 8:50 ,HG 2320
33225,MWF,9:00- 9:50 ,HG 2320
33226,MW,5:00- 6:20p,HG 2320
33227,TuTh,8:00- 9:20 ,HG 2320
33228,MWF,8:00- 8:50 ,SSL 117
33229,MWF,9:00- 9:50 ,SSL 117
33230,TuTh,8:00- 9:20 ,DBH 1420
33231,TuTh,5:00- 6:20p,SSL 117
33232,MWF,8:00- 8:50 ,HH 230
33233,MWF,9:00- 9:50 ,HH 230
33234,MWF,10:00-10:50 ,HH 230
33235,MWF,11:00-11:50 ,HH 230
33236,MWF,12:00-12:50p,HH 230
33237,MWF,1:00- 1:50p,HH 230
33238,MWF,2:00- 2:50p,HH 230
33239,MWF,3:00- 3:50p,HH 230
33240,MWF,4:00- 4:50p,HH 230
33241,MW,5:00- 6:20p,HH 230
33242,TuTh,8:00- 9:20 ,HH 230
33243,TuTh,9:30-10:50 ,HH 230
33244,TuTh,11:00-12:20p,HH 230
33245,TuTh,12:30- 1:50p,HH 230
33246,TuTh,2:00- 3:20p,HH 230
33247,TuTh,3:30- 4:50p,HH 230
33248,MWF,8:00- 8:50 ,SSTR 102
33249,MW,2:00- 3:20p,SSTR 102
33250,MW,3:30- 4:50p,SSTR 102
33251,MW,5:00- 6:20p,SSTR 102
33252,TuTh,8:00- 9:20 ,SSTR 102
33253,TuTh,9:30-10:50 ,SSTR 102
33254,TuTh,12:30- 1:50p,SSTR 102
33255,TuTh,2:00- 3:20p,SSTR 102
33256,TuTh,3:30- 4:50p,SSTR 102
33257,TuTh,5:00- 6:20p,SSTR 102
33258,MWF,12:00-12:50p,DBH 1420
33259,MWF,2:00- 2:50p,DBH 1420
33260,MW,3:30- 4:50p,DBH 1422
33261,MW,5:00- 6:20p,HH 210
33262,MW,6:30- 7:50p,HH 210
33263,MWF,12:00-12:50p,DBH 1425
33264,TuTh,4:00- 5:20p,DBH 1425
33265,MW,12:30- 1:50p,DBH 1427
33266,MWF,8:00- 8:50 ,DBH 1427
33267,MWF,9:00- 9:50 ,DBH 1427
33268,TuTh,5:00- 6:20p,DBH 1427
33269,MWF,4:00- 4:50p,HH 105
33270,MW,5:00- 6:20p,HH 105
33271,MWF,3:00- 3:50p,HH 108
33272,MWF,4:00- 4:50p,HH 108
33273,MW,5:00- 6:20p,HH 108
33274,TuTh,3:30- 4:50p,HH 108
33275,TuTh,5:00- 6:20p,HH 108
33276,TuTh,12:30- 1:50p,HH 118
33278,TuTh,3:30- 4:50p,HH 118
33279,TuTh,5:00- 6:20p,HH 118
33301,MWF,8:00- 8:50 ,HH 100
33302,MWF,9:00- 9:50 ,HH 100
33303,MWF,10:00-10:50 ,HH 100
33304,MWF,11:00-11:50 ,HH 100
33305,MWF,12:00-12:50p,HH 100
33306,MWF,1:00- 1:50p,HH 100
33307,MWF,2:00- 2:50p,HH 100
33308,MWF,3:00- 3:50p,HH 100
33309,MWF,4:00- 4:50p,HH 100
33310,MW,5:00- 6:20p,HH 100
33311,TuTh,8:00- 9:20 ,HH 100
33312,TuTh,9:30-10:50 ,HH 100
33313,TuTh,11:00-12:20p,HH 100
33314,TuTh,12:30- 1:50p,HH 100
33315,TuTh,2:00- 3:20p,HH 100
33316,TuTh,3:30- 4:50p,HH 100
33317,TuTh,5:00- 6:20p,HH 100
33318,TuTh,11:00-12:20p,DBH 1420
33319,TuTh,3:30- 4:50p,DBH 1420
33320,TuTh,5:00- 6:20p,DBH 1420
33321,MW,5:00- 6:20p,HG 2310
33322,TuTh,5:00- 6:20p,ALP 1110
33323,TuTh,1:00- 2:20p,HG 2310
33324,TuTh,2:30- 3:50p,HG 2310
33325,TuTh,4:00- 5:20p,HG 2310
33326,TuTh,5:30- 6:50p,HG 2310
33327,MWF,8:00- 8:50 ,SSL 122
33328,MWF,9:00- 9:50 ,SSL 122
33329,TuTh,8:00- 9:20 ,SSL 122
33330,MWF,8:00- 8:50 ,HH 231
33331,MWF,9:00- 9:50 ,HH 231
33332,MWF,10:00-10:50 ,HH 231
33333,MWF,11:00-11:50 ,HH 231
33334,MWF,12:00-12:50p,HH 231
33335,MWF,1:00- 1:50p,HH 231
33336,MWF,2:00- 2:50p,HH 231
33337,MWF,3:00- 3:50p,HH 231
33338,MWF,4:00- 4:50p,HH 231
33339,MW,5:00- 6:20p,HH 231
33340,TuTh,8:00- 9:20 ,HH 231
33341,TuTh,9:30-10:50 ,HH 231
33342,TuTh,11:00-12:20p,HH 231
33343,TuTh,12:30- 1:50p,HH 231
33344,TuTh,2:00- 3:20p,HH 231
33345,TuTh,3:30- 4:50p,HH 231
33346,TuTh,5:00- 6:20p,HH 231
33347,MWF,8:00- 8:50 ,PSCB 220
33348,MWF,9:00- 9:50 ,PSCB 220
33349,MWF,10:00-10:50 ,PSCB 220
33350,MWF,11:00-11:50 ,PSCB 220
33351,MWF,12:00-12:50p,PSCB 220
33352,MWF,1:00- 1:50p,PSCB 220
33353,MWF,2:00- 2:50p,PSCB 220
33354,MWF,3:00- 3:50p,PSCB 220
33355,MWF,4:00- 4:50p,PSCB 220
33356,MW,5:00- 6:20p,PSCB 220
33357,TuTh,8:00- 9:20 ,PSCB 220
33358,TuTh,9:30-10:50 ,PSCB 220
33359,TuTh,11:00-12:20p,PSCB 220
33360,TuTh,12:30- 1:50p,PSCB 220
33361,TuTh,2:00- 3:20p,PSCB 220
33362,TuTh,3:30- 4:50p,PSCB 220
33363,TuTh,5:00- 6:20p,PSCB 220
33364,MW,11:00-12:20p,DBH 1423
33367,TuTh,4:00- 5:20p,SST 122
33368,TuTh,5:30- 6:50p,SST 122
33369,MW,12:30- 1:50p,IAB 131
33370,MW,3:30- 4:50p,IAB 131
33371,MW,5:00- 6:20p,IAB 131
33372,MW,8:00- 9:20 ,IAB 131
33373,TuTh,8:00- 9:20 ,IAB 131
33374,TuTh,9:30-10:50 ,HH 143
33376,TuTh,3:30- 4:50p,ALP 2700
33377,TuTh,5:00- 6:20p,ALP 2700
33378,TuTh,8:00- 9:20 ,SSL 117
33379,TuTh,3:30- 4:50p,SSL 152
33380,TuTh,5:00- 6:20p,SSL 152
33381,TuTh,8:00- 9:20 ,SSL 159
33382,TuTh,9:30-10:50 ,SSL 159
33383,TuTh,11:00-12:20p,SSPA 1165
33440,TuTh,12:30- 1:50p,SSL 117
33450,TuTh,11:00-12:20p,HG 2320
33461,MWF,11:00-11:50 ,HG 2320
33700,M,2:00- 4:50p,SSL 159
33800,W,2:00- 4:50p,HIB 411
33820,W,2:00- 4:50p,HIB 311
33850,W,2:00- 4:50p,HIB 411
33870,W,2:00- 4:50p,HIB 311
