Code,Days,Times,Location
6055,TuTh,11:00-12:20p,HICF 100N
6060,MWF,10:00-10:50 ,HH 178
6061,W,1:00- 1:50p,HSLH 200
6062,F,11:00-11:50 ,HSLH 200
6063,Th,4:00- 4:50p,HSLH 200
6075,TuTh,12:30- 1:50p,ALP 2600
6170,M,10:00-10:50 ,DBH 1200
6171,W,10:00-10:50 ,DBH 1200
6195,TuTh,12:30- 1:50p,ALP 1700
6199,MWF,1:00- 1:50p,ALP 2500
6200,MWF,2:00- 2:50p,ALP 2600
6202,MWF,3:00- 3:50p,ALP 2600
6206,MWF,1:00- 1:50p,SSL 270
6210,TuTh,12:30- 1:50p,RH 104
6211,TuTh,8:00- 9:20 ,ALP 2200
6220,TuTh,9:30-10:50 ,DBH 1427
6222,TuTh,12:30- 1:50p,HICF 100N
6300,W,2:00- 2:50p,SH 134
6301,Tu,2:00- 2:50p,HSLH 200
6305,M,10:00-11:20 ,BS3 2130
6310,W,5:00- 5:50p,DBH 1423
13500,TuTh,5:00- 6:20p,MSTB 118
13510,TuTh,8:00- 9:20 ,RH 101
13511,M,11:00-11:50 ,ET 301
13512,M,11:00-11:50 ,ET 302
13513,M,12:00-12:50p,ET 301
13514,M,12:00-12:50p,ET 302
13515,M,1:00- 1:50p,ET 301
13516,M,1:00- 1:50p,ET 302
13525,MWF,11:00-11:50 ,MSTB 120
13526,Tu,9:00- 9:50 ,ET 301
13527,Tu,9:00- 9:50 ,ET 302
13528,Tu,10:00-10:50 ,ET 301
13529,Tu,10:00-10:50 ,ET 302
13535,MWF,9:00- 9:50 ,ALP 2300
13536,M,1:00- 1:50p,MSTB 120
13537,M,2:00- 2:50p,MSTB 120
13538,Th,5:00- 5:50p,ELH 110
13539,F,1:00- 1:50p,PCB 1300
13545,MWF,3:00- 3:50p,PCB 1100
13546,M,5:00- 6:20p,MSTB 120
13547,M,6:30- 7:50p,MSTB 120
13548,Tu,3:30- 4:50p,PCB 1300
13549,Tu,6:30- 7:50p,PCB 1300
13555,TuTh,11:00-12:20p,RH 101
13556,W,10:00-10:50 ,SSTR 101
13557,W,1:00- 1:50p,MSTB 120
13558,F,11:00-11:50 ,SSTR 101
13565,TuTh,11:00-12:20p,HICF 100N
13580,TuTh,9:30-10:50 ,HH 262
13581,M,8:00- 8:50 ,SSTR 101
13582,M,9:00- 9:50 ,SSTR 101
13583,W,8:00- 8:50 ,SSTR 101
13590,W,5:00- 7:50p,SSTR 101
13600,TuTh,6:00- 7:20p,HSLH 100A
13601,Tu,8:00-10:50 ,MSTB 224
13602,Tu,2:00- 4:50p,MSTB 224
13603,Th,2:00- 4:50p,MSTB 224
13604,F,4:00- 6:50p,MSTB 224
13610,MWF,1:00- 1:50p,ICS 213
13612,MWF,10:00-10:50 ,DBH 1422
13614,MWF,2:00- 2:50p,ELH 110
13616,TuTh,12:30- 1:50p,DBH 1422
13618,MW,2:00- 3:20p,DBH 1422
13620,F,12:00-12:50p,MDE AUD
13940,TuTh,9:30-10:50 ,MSTB 120
13960,MW,12:30- 1:50p,MDE AUD
13970,MW,11:00-12:20p,PCB 1300
13975,TuTh,11:00-12:20p,SH 134
14185,TuTh,3:30- 4:50p,DBH 1431
14186,MWF,10:00-10:50 ,DBH 1422
14187,TuTh,12:30- 1:50p,DBH 1422
14380,F,12:00-12:50p,MDE AUD
14470,TuTh,11:00-12:20p,RH 204
14490,MW,4:00- 5:20p,DBH 1425
14500,F,3:00- 3:50p,RH 101
14505,TuTh,9:30-10:50 ,RH 101
14506,F,10:00-10:50 ,ICS 174
14515,MW,12:30- 1:50p,PCB 1300
14517,MW,5:00- 6:20p,PCB 1300
14520,MW,9:30-10:50 ,MDE AUD
14521,F,9:00- 9:50 ,MSTB 120
14530,TuTh,2:00- 3:20p,RH 101
14531,F,12:00-12:50p,MSTB 120
14550,TuTh,9:30-10:50 ,ELH 110
14555,TuTh,11:00-12:20p,ELH 110
14565,TuTh,3:30- 4:50p,MSTB 120
14566,TuTh,5:00- 5:20p,MSTB 120
14580,MW,11:00-12:20p,MDE AUD
14590,TuTh,8:00- 9:20 ,SH 128
14615,TuTh,8:00- 9:20 ,DBH 1422
14775,TuTh,11:00-12:50p,MSTB 120
14780,MW,3:00- 4:50p,MSTB 120
14785,TuTh,8:00- 9:20 ,DBH 1422
14795,TuTh,9:30-10:50 ,DBH 1422
14805,MW,11:00-12:20p,DBH 1431
15025,F,3:00- 4:20p,MDE AUD
61080,TuTh,9:30-10:50 ,SST 318
61200,TuTh,12:30- 1:50p,SH 174
61201,W,11:00-11:50 ,HICF 100K
61202,F,11:00-11:50 ,HICF 100P
61230,MWF,11:00-11:50 ,SSL 228
61231,Tu,10:00-10:50 ,SSL 145
61232,W,9:00- 9:50 ,SSL 145
61233,F,1:00- 1:50p,SSL 206
61280,TuTh,8:00- 9:20 ,SSPA 1100
61310,TuTh,2:00- 3:20pTuTh 2:00- 3:20p,MPAA 320MPAA 330
61320,TuTh,3:30- 4:50pTuTh 3:30- 4:50p,MPAA 320MPAA 330
61515,F,2:00- 4:50p,SSPB 5250
40020,MWF,1:00- 1:50p,SSLH 100
40021,M,9:00- 9:50 ,RH 188
40022,M,4:00- 4:50p,SSPA 1170
40023,Tu,8:00- 8:50 ,SSPA 1170
40024,Tu,10:00-10:50 ,SSPA 1170
40025,W,8:00- 8:50 ,RH 188
40026,Th,10:00-10:50 ,SSPA 1170
40027,Th,1:00- 1:50p,RH 188
40028,Th,4:00- 4:50p,HICF 100N
40030,F,11:00-11:50 ,RH 188
40040,TuTh,11:00-12:20p,PSLH 100
40042,M,1:00- 1:50p,RH 188
40043,Tu,9:00- 9:50 ,SSPA 1170
40045,W,8:00- 8:50 ,SSPA 1170
40046,W,4:00- 4:50p,RH 188
40047,Th,8:00- 8:50 ,SSPA 1170
40048,Th,9:00- 9:50 ,HICF 100Q
40049,F,1:00- 1:50p,RH 188
40050,F,3:00- 3:50p,SSPA 1170
40060,MWF,2:00- 2:50p,PSLH 100
40061,M,8:00- 8:50 ,SSPA 1170
40062,M,11:00-11:50 ,RH 114
40063,M,3:00- 3:50p,RH 188
40064,M,5:00- 5:50p,RH 188
40065,W,9:00- 9:50 ,RH 188
40066,W,12:00-12:50p,SSPA 1170
40068,F,8:00- 8:50 ,SSPA 1170
40069,F,10:00-10:50 ,RH 188
40070,F,4:00- 4:50p,SSPA 1170
40080,MWF,9:00- 9:50 ,PSLH 100
40082,M,1:00- 1:50p,HICF 100P
40083,Tu,8:00- 8:50 ,RH 188
40084,M,12:00-12:50p,RH 188
40086,W,11:00-11:50 ,RH 188
40090,Th,4:00- 4:50p,RH 188
40091,F,11:00-11:50 ,RH 114
40093,F,2:00- 2:50p,RH 188
40094,F,4:00- 4:50p,RH 188
40250,TuTh,8:00- 9:20 ,DBH 1100
40252,M,3:00- 3:50p,HICF 100P
40254,Tu,1:00- 1:50p,RH 188
40256,W,12:00-12:50p,RH 188
40259,F,10:00-10:50 ,HICF 100M
40300,Tu,8:00-11:50 ,RH 283
40302,Tu,1:00- 4:50p,RH 283
40304,Tu,6:00- 9:50p,RH 283
40306,W,1:00- 4:50p,RH 283
40308,W,6:00- 9:50p,RH 283
40310,F,1:00- 4:50p,RH 283
40340,M,1:00- 4:50p,RH 293
40341,M,1:00- 4:50p,RH 261
40342,M,1:00- 4:50p,RH 251
40343,M,6:00- 9:50p,RH 293
40344,M,6:00- 9:50p,RH 261
40345,M,6:00- 9:50p,RH 251
40346,Tu,8:00-11:50 ,RH 293
40347,Tu,8:00-11:50 ,RH 261
40348,Tu,8:00-11:50 ,RH 251
40349,Tu,1:00- 4:50p,RH 293
40350,Tu,1:00- 4:50p,RH 261
40351,Tu,1:00- 4:50p,RH 251
40352,Tu,6:00- 9:50p,RH 293
40353,Tu,6:00- 9:50p,RH 261
40354,Tu,6:00- 9:50p,RH 251
40355,W,8:00-11:50 ,RH 293
40356,W,8:00-11:50 ,RH 261
40357,W,8:00-11:50 ,RH 251
40358,W,1:00- 4:50p,RH 293
40359,W,1:00- 4:50p,RH 261
40360,W,1:00- 4:50p,RH 251
40361,W,6:00- 9:50p,RH 293
40362,W,6:00- 9:50p,RH 261
40363,W,6:00- 9:50p,RH 251
40364,Th,8:00-11:50 ,RH 293
40365,Th,8:00-11:50 ,RH 261
40366,Th,8:00-11:50 ,RH 251
40367,Th,1:00- 4:50p,RH 293
40368,Th,1:00- 4:50p,RH 261
40369,Th,1:00- 4:50p,RH 251
40370,Th,6:00- 9:50p,RH 293
40371,Th,6:00- 9:50p,RH 261
40372,Th,6:00- 9:50p,RH 251
40373,F,8:00-11:50 ,RH 293
40374,F,8:00-11:50 ,RH 261
40375,F,8:00-11:50 ,RH 251
40376,F,1:00- 4:50p,RH 293
40377,F,1:00- 4:50p,RH 261
40378,F,1:00- 4:50p,RH 251
40379,F,6:00- 9:50p,RH 293
40380,F,6:00- 9:50p,RH 261
40450,MWF,3:00- 3:50p,ALP 1300
40451,MWF,5:00- 5:50p,ALP 1300
40485,MWF,10:00-10:50 ,SH 134
40486,M,1:00- 1:50p,DBH 1425
40488,W,3:00- 3:50p,PSCB 240
40491,M,3:00- 3:50p,DBH 1427
40500,MWF,5:00- 5:50p,HG 1800
40502,Th,1:00- 1:50p,PSCB 240
40503,W,12:00-12:50p,PSCB 240
40504,W,4:00- 4:50p,PSCB 240
40505,F,3:00- 3:50p,PSCB 240
40515,MWF,11:00-11:50 ,ALP 1600
40517,M,6:00- 9:50p,RH 441
40518,Tu,8:00-11:50 ,RH 441
40519,Tu,1:00- 4:50p,RH 441
40520,Tu,6:00- 9:50p,RH 441
40550,MWF,11:00-11:50 ,ALP 1600
40551,W,1:00- 4:50p,RH 441
40552,W,6:00- 9:50p,RH 441
40559,Th,1:00- 4:50p,RH 441
40560,Th,6:00- 9:50p,RH 441
40580,MWF,12:00-12:50p,MSTB 118
40584,Tu,1:00- 4:50p,RH 237
40586,W,1:00- 4:50p,RH 237
40587,W,6:00- 9:50p,RH 237
40605,TuTh,11:00-12:20p,HSLH 100A
40606,M,1:00- 1:50p,NS1 2144
40607,M,2:00- 2:50p,NS1 2144
40608,M,4:00- 4:50p,NS1 2144
40609,M,5:00- 5:50p,NS1 2144
40610,Tu,2:00- 3:50p,MSTB 226
40611,Tu,4:00- 5:50p,MSTB 226
40612,W,2:00- 3:50p,NS1 2144
40613,W,4:00- 5:50p,NS1 2144
40620,W,2:00- 2:50p,HH 262
40621,F,2:00- 2:50p,HH 262
40640,MWF,9:00- 9:50 ,SSLH 100
40641,M,11:00-11:50 ,RH 108
40642,M,1:00- 1:50p,RH 108
40643,Tu,11:00-11:50 ,RH 108
40644,F,3:00- 3:50p,RH 108
40645,W,12:00-12:50p,RH 108
40646,W,2:00- 2:50p,HICF 100N
40647,Th,9:00- 9:50 ,RH 108
40649,F,11:00-11:50 ,RH 108
40650,F,2:00- 2:50p,RH 108
40660,TuTh,8:00- 9:20 ,BS3 1200
40661,W,8:00- 8:50 ,HICF 100M
40662,M,2:00- 2:50p,RH 108
40665,F,9:00- 9:50 ,RH 108
40666,W,3:00- 3:50p,RH 108
40668,Th,4:00- 4:50p,SSPA 1170
40669,F,8:00- 8:50 ,RH 108
40680,MWF,12:00-12:50p,ALP 1300
40681,M,3:00- 3:50p,RH 108
40682,M,4:00- 4:50p,RH 108
40685,W,10:00-10:50 ,RH 108
40686,W,11:00-11:50 ,RH 114
40687,W,2:00- 2:50p,RH 188
40688,Th,8:00- 8:50 ,RH 108
40690,F,1:00- 1:50p,RH 108
40700,MWF,11:00-11:50 ,SSLH 100
40701,M,12:00-12:50p,RH 108
40702,M,4:00- 4:50p,RH 188
40705,W,9:00- 9:50 ,HICF 100N
40706,W,1:00- 1:50p,RH 184
40707,Th,3:00- 3:50p,RH 188
40708,Tu,12:00-12:50p,RH 184
40709,Th,10:00-10:50 ,RH 184
40710,F,1:00- 1:50p,RH 184
40740,MWF,8:00- 8:50 ,PCB 1100
40741,M,10:00-10:50 ,RH 188
40742,M,9:00- 9:50 ,DBH 1200
40746,W,4:00- 4:50p,HICF 100N
40776,M,2:00- 2:50p,ALP 1600
40778,Tu,12:00-12:50p,ON LINE
40784,Tu,1:00- 4:50p,RH 491
40785,Tu,1:00- 4:50p,RH 591
40786,Tu,6:00- 9:50p,RH 491
40787,Tu,6:00- 9:50p,RH 591
40790,W,1:00- 4:50p,RH 491
40791,W,1:00- 4:50p,RH 591
40792,W,6:00- 9:50p,RH 491
40793,W,6:00- 9:50p,RH 591
40796,Th,1:00- 4:50p,RH 491
40798,Th,6:00- 9:50p,RH 491
40849,Tu,2:00- 2:50p,ON LINE
40850,M,4:00- 4:50p,ALP 1700
40854,Tu,6:00- 9:50p,RH 553
40855,Tu,6:00- 9:50p,RH 563
40856,W,1:00- 4:50p,RH 553
40857,W,1:00- 4:50p,RH 563
40858,W,6:00- 9:50p,RH 553
40859,W,6:00- 9:50p,RH 563
40900,M,2:00- 2:50p,ALP 1700
40902,Tu,8:00-12:50p,RH 453
40920,M,2:00- 2:50p,ALP 1700
40923,Tu,2:00- 6:50p,RH 453
40925,W,2:00- 6:50p,RH 453
40926,Th,8:00-12:50p,RH 453
40927,Th,2:00- 6:50p,RH 453
40929,F,2:00- 6:50p,RH 453
40955,MWF,10:00-10:50 ,ALP 2200
40956,F,1:00- 2:50p,NS1 2144
40957,F,3:00- 4:50p,NS1 2144
40960,MWF,9:00- 9:50 ,HH 178
40961,M,2:00- 2:50p,RH 188
40964,W,10:00-10:50 ,HICF 100N
40965,Th,3:00- 3:50p,HICF 100P
40967,F,3:00- 3:50p,RH 188
40975,MWF,11:00-11:50 ,HSLH 100A
40978,Th,12:00-12:50p,RH 184
40979,F,10:00-10:50 ,RH 184
40983,F,2:00- 2:50p,RH 184
40995,TuTh,8:00- 9:20 ,SH 128
41007,Tu,2:00- 5:50p,RH 211
41010,W,6:00- 9:50p,RH 211
41030,MWF,11:00-11:50 ,ALP 2800
41035,TuTh,9:30-10:50 ,ALP 2600
41036,W,1:00- 1:50p,MSTB 118
41037,Tu,2:00- 8:50p,RH 481
41038,W,2:00- 8:50p,RH 481
41039,Th,2:00- 8:50p,RH 481
41040,F,2:00- 8:50p,RH 481
41041,M,2:00- 8:50p,RH 481
41050,M,10:00-10:50 ,HICF 100P
41051,M,1:00- 8:50p,RH 463
41052,Tu,1:00- 8:50p,RH 463
41053,W,1:00- 8:50p,RH 463
41054,Th,1:00- 8:50p,RH 463
41055,F,1:00- 8:50p,RH 463
41232,M,8:00-10:50 ,RH 453
41233,M,1:00- 3:50p,RH 453
41234,M,5:00- 7:50p,RH 453
41235,M,8:00-10:50 ,RH 463
41236,M,1:00- 3:50p,RH 463
41237,M,5:00- 7:50p,RH 463
41390,MWF,8:00- 8:50 ,SH 134
41400,MWF,9:00- 9:50 ,AIRB 1030
41401,M,5:00- 5:50p,RH 184
41430,TuTh,9:30-10:50 ,RH 188
41431,M,11:00-11:50 ,RH 188
41435,MWF,10:00-10:50 ,ALP 2500
41436,W,11:00-11:50 ,ALP 2200
41440,TuTh,2:00- 3:50p,HICF 100N
41451,Tu,2:00- 2:50p,DBH 1425
41460,TuTh,11:00-12:20p,RH 188
41461,F,9:00- 9:50 ,RH 188
41470,MWF,10:00-10:50 ,PSCB 240
41471,M,9:00- 9:50 F 12:00-12:50p,PSCB 240PSCB 240
41480,TuTh,9:30-10:50 ,PSCB 240
41481,W,8:00- 8:50 ,RH 114
41560,MWF,11:00-11:50 ,PSCB 240
41561,M,1:00- 2:50p,PSCB 240
41562,M,3:00- 4:50p,PSCB 240
41570,MWF,11:00-11:50 ,ALP 2800
41790,W,4:00- 5:50p,RH 104
41791,Tu,3:30- 4:50p,RH 104
41792,Th,3:30- 4:50p,RH 104
22018,MTuWThF,10:00-10:50 ,IAB 128
22020,MTuWThF,12:00-12:50p,HH 232
22022,MTuWThF,1:00- 1:50p,IAB 128
22036,MTuWThF,11:00-11:50 ,IAB 128
22060,MTuWThF,10:00-10:50 ,HG 2310
22062,MTuWThF,12:00-12:50p,IAB 128
22080,MWF,9:00- 9:50 ,IAB 128
22085,MWF,11:00-11:50 ,HH 226
22090,MWF,10:00-10:50 ,HH 224
22220,MWF,11:00-11:50 ,PCB 1100
22221,Tu,2:00- 2:50p,HICF 100Q
22222,Tu,3:00- 3:50p,HICF 100Q
22223,W,9:00- 9:50 ,HICF 100Q
22224,W,10:00-10:50 ,HICF 100Q
22225,Th,3:00- 3:50p,HICF 100Q
22226,Th,4:00- 4:50p,HICF 100Q
22300,MWF,10:00-10:50 ,ALP 2300
22301,Tu,4:00- 4:50p,HICF 100Q
22302,Tu,5:00- 5:50p,HICF 100Q
22303,W,8:00- 8:50 ,SST 120
22304,W,9:00- 9:50 ,SST 120
22305,F,12:00-12:50p,SST 120
22306,F,1:00- 1:50p,SST 120
22450,TuTh,11:00-12:20p,HH 303
61700,TuTh,2:00- 3:20p,SE2 1306
61701,F,9:00- 9:50 ,ALP 3610
61710,W,12:00-12:50p,SBSG 1517
61720,M,3:00- 3:50p,SE2 1304
61730,Tu,10:00-12:50p,SST 238
61750,Th,1:00- 3:50p,SSL 206
61770,Tu,2:00- 4:50p,SSL 155
61900,W,2:00- 4:50p,SSL 206
22711,M,11:00-11:50 ,HH 105
22712,W,11:00-11:50 ,HH 105
22729,TuTh,11:00-12:20p,SSL 119
22754,MW,9:30-10:50 ,ALP 1700
22809,MWF,4:00- 4:50p,ALP 1120
22810,TuTh,11:00-12:20p,HH 118
22814,MW,2:00- 3:20p,HH 118
22860,Th,2:00- 4:50p,HIB 246
22861,W,10:00-12:50p,HIB 246
34010,TuTh,9:30-10:50 ,SH 174
34011,W,11:00-11:50 ,ICS 180
34012,W,12:00-12:50p,ICS 180
34020,TuTh,12:30- 1:50p,DBH 1300
34021,M,12:00-12:50p,SST 220A
34040,TuTh,11:00-12:20p,ICS 174
34051,W,3:00- 3:50p,SE2 1304
34052,W,4:00- 4:50p,SE2 1304
34053,W,5:00- 5:50p,SE2 1304
34054,W,6:00- 6:50p,SE2 1304
34070,TuTh,3:30- 4:50p,EH 1200
34071,W,5:00- 5:50p,RH 184
34072,W,6:00- 6:50p,RH 184
34074,Th,8:00- 8:50p,DBH 1300
34080,TuTh,5:00- 6:20p,EH 1200
34083,W,7:00- 7:50p,DBH 1300
34084,W,8:00- 8:50p,DBH 1300
34100,TuTh,5:00- 6:20p,HG 1800
34120,TuTh,2:00- 3:20p,EH 1200
34121,Tu,5:00- 5:50p,SH 134
34122,Tu,6:00- 6:50p,SH 134
34123,W,11:00-11:50 ,SH 174
34124,W,12:00-12:50p,SH 174
34140,TuTh,12:30- 1:50p,ELH 100
34141,M,11:00-11:50 ,ICS 180
34142,M,12:00-12:50p,ICS 180
34143,M,1:00- 1:50p,ICS 180
34144,M,2:00- 2:50p,ICS 180
34160,TuTh,8:00- 9:20 ,HIB 100
34162,M,2:00- 2:50p,ICS 192
34163,M,3:00- 3:50p,ICS 192
34164,W,2:00- 2:50p,ICS 192
34165,W,3:00- 3:50p,ICS 192
34166,F,2:00- 2:50p,ICS 192
34167,F,3:00- 3:50p,ICS 192
34180,TuTh,6:30- 7:50p,PCB 1100
34181,M,11:00-11:50 ,SH 174
34183,M,4:00- 4:50p,SH 128
34184,M,5:00- 5:50p,SH 128
34200,TuTh,11:00-12:20p,DBH 1300
34201,F,9:00- 9:50 ,DBH 1300
34220,MWF,9:00- 9:50 ,PCB 1100
34230,TuTh,3:30- 4:50p,PSLH 100
34231,MW,5:00- 5:50p,DBH 1600
34232,MW,7:00- 7:50p,ICS 174
34233,MW,8:00- 8:50p,ICS 174
34240,MWF,11:00-11:50 ,ELH 100
34260,MWF,2:00- 2:50p,DBH 1600
34280,MW,3:30- 4:50p,ICS 174
34290,MWF,3:00- 3:50p,EH 1200
34291,F,8:00- 8:50 ,MSTB 118
34292,F,9:00- 9:50 ,MSTB 118
34293,F,10:00-10:50 ,MSTB 118
34294,F,11:00-11:50 ,MSTB 118
34310,TuTh,2:00- 3:20p,SH 174
34340,TuTh,5:00- 6:20p,PSLH 100
34341,F,11:00-11:50 ,ICS 174
34342,F,12:00-12:50p,ICS 174
34343,F,1:00- 1:50p,ICS 174
34344,F,2:00- 2:50p,ICS 174
34360,TuTh,11:00-12:20p,HICF 100N
34370,MW,8:00- 9:20 ,SSL 140
34610,TuTh,11:00-12:20p,PCB 1200
34620,MW,9:30-10:50 ,ICS 180
34650,TuTh,3:30- 4:50p,DBH 1600
34670,MW,9:30-10:50 ,PCB 1200
34690,MW,5:00- 6:20p,PCB 1200
34720,MWF,11:00-11:50 ,ELH 100
34730,MW,3:30- 4:50p,ICS 174
34740,F,1:00- 1:50p,DBH 1427
34750,MWF,1:00- 1:50p,SH 134
34751,W,5:00- 5:50p,DBH 1300
34752,W,6:00- 6:50p,DBH 1300
34760,TuTh,3:30- 4:50p,SSL 140
34770,TuTh,12:30- 1:50p,PCB 1200
34780,MW,11:00-12:20p,PCB 1200
34790,MW,8:00- 9:20 ,SSL 140
34800,MW,2:00- 3:20p,DBH 1300
34850,TuTh,9:30-10:50 ,PCB 1200
34860,TuTh,5:00- 6:20p,PCB 1200
35230,MW,3:30- 4:50p,HSLH 100A
35240,MW,3:30- 4:50p,HSLH 100A
35250,MW,5:00- 6:20p,ICS 174
35260,TuTh,8:00- 9:20p,EH 1200
35270,TuTh,3:30- 4:50p,SSH 100
35271,F,3:00- 3:50p,SSH 100
35280,TuTh,5:00- 6:20p,SSH 100
35290,MW,6:30- 7:50p,SSH 100
35291,F,6:00- 6:50p,SSL 270
35300,MW,6:30- 7:50p,SSH 100
52010,Tu,6:30- 9:20p,ALP 2300
52100,W,10:00-12:50p,ALP 2100
52110,W,6:30- 9:20p,PCB 1100
52120,TuTh,2:00- 3:20p,SSL 248
52130,TuTh,3:30- 4:50p,ALP 1600
52150,MW,11:00-12:20p,SSL 248
52160,TuTh,12:30- 1:50p,SSL 248
52180,TuTh,2:00- 3:20p,ALP 1600
52195,MW,9:30-10:50 ,SSL 248
52200,TuTh,9:30-10:50 ,SSL 248
52210,TuTh,11:00-12:20p,ALP 1600
52220,Th,6:30- 9:20p,DBH 1100
52230,TuTh,12:30- 1:50p,SBSG 4323
52240,TuTh,11:00-12:20p,SSL 248
52250,MW,12:30- 1:50p,SSL 248
52255,MW,3:30- 4:50p,SSL 248
52300,Th,1:00- 3:50p,SE2 3384
52340,Th,5:00- 7:50p,SE2 3384
52350,Tu,1:00- 3:50p,SE2 3384
52410,Tu,9:00-11:50 ,SE2 2372
52420,Th,9:00-11:50 ,SE2 3384
52430,Tu,5:00- 7:50p,SE2 3384
52440,Th,9:00-11:50 ,SE2 2372
15100,MWF,4:00- 4:50p,DBH 1600
15101,F,1:00- 1:50p,MSTB 120
15102,F,2:00- 2:50p,MSTB 120
35350,MWF,4:00- 4:50p,DBH 1600
35351,F,1:00- 1:50p,MSTB 120
35352,F,2:00- 2:50p,MSTB 120
2002,TuTh,8:00- 9:20 TuTh 8:00- 9:20 ,ALP 2600DS 128
2010,MW,6:00- 7:20p,DS 120
2015,F,6:00- 8:50p,DS 120
2020,MWF,2:00- 3:20p,STU4 201
2030,TuTh,8:00- 9:20 ,PSTU 1130
2035,TuTh,12:30- 1:50p,PSTU 1130
2040,TuTh,2:00- 3:20p,PSTU 1130
2060,TuTh,8:00- 9:20 ,PSTU 1140
2070,TuTh,8:00- 9:20 ,DS 120
2075,TuTh,11:00-12:20p,DS 120
2090,TuTh,12:30- 1:50p,DS 120
2094,TuTh,5:00- 6:20p,DS 120
2100,TuTh,11:00-12:20pTuTh 11:00-12:20p,PSTU 1130STU4 201
2122,TuTh,9:30-10:50 TuTh 9:30-10:50p,TBAPSTU 1100
2130,TuTh,9:30-10:50 ,STU4 201
2132,TuTh,11:00-12:20p,MAB 302
2150,MWF,8:00- 9:50 ,DS 128
2160,MWF,10:00-11:50 Tu 11:00-12:20p,PSTU 1140PSTU 1140
2170,MWF,10:00-11:50 Tu 9:30-10:50 ,DS 128DS 128
2180,MWF,12:00- 1:50pTuTh 12:30- 1:50p,PSTU 1100PSTU 1100
2190,MWF,12:00- 1:50pTuTh 12:30- 1:50p,PSTU 1140TBA
2210,MWF,12:00- 1:50p,DS 128
2220,MWF,8:00- 9:50 ,PSTU 1100
2230,MWF,10:00-11:50 ,PSTU 1100
2255,TuTh,2:00- 3:20p,DS 128
2260,TuTh,3:30- 4:50p,DS 128
2274,TuTh,3:30- 4:50p,DS 120
2276,TuTh,5:00- 6:20p,STU4 201
2280,MW,2:00- 3:50pMW 2:00- 3:50p,DS 120DS 128
2285,TuTh,2:00- 3:20p,MOB 122
2340,TuTh,11:00-12:20pTuTh 11:00-12:20p,HH 262PSTU 1100
2370,TuTh,3:30- 4:50p,CAC 3006
2380,TuTh,9:30-10:50 ,CAC 3100A
2550,TuTh,12:30- 1:50pTuTh 12:30- 1:50p,STU4 201ON LINE
2620,TuTh,11:00-12:20p,PSTU 1100
2650,MW,2:00- 3:50p,MOB 122
2820,TuTh,3:30- 5:50p,PSTU 1100
2830,TuTh,3:30- 4:50p,CAC 3006
2840,F,12:00- 2:50pF 12:00- 2:50p,MAB 317STU4 201
35370,TuTh,5:00- 6:20p,HH 262
35380,MW,5:00- 6:20p,PSCB 120
8500,W,12:00-12:50p,NS2 4201
8512,F,12:00-12:50p,NS2 4201
8515,TuTh,4:00- 5:50p,BS3 2120
8531,TuTh,9:00-10:50 ,BS3 2120
8550,Th,11:00-12:20p,NS2 4201
3005,TuTh,11:00-12:20p,HH 161
3010,W,7:00- 9:50p,SSPA 1100
3015,MW,4:00- 5:20p,SH 134
3020,MW,8:00- 9:50 ,STU4 209
3021,TuTh,8:00- 9:50 ,STU4 209
3022,MW,8:00- 9:50 ,PSTU 1110
3023,TuTh,8:00- 9:50 ,PSTU 1110
3024,MW,8:00- 9:50 ,SCS 272
3025,TuTh,8:00- 9:50 ,SCS 272
3030,TuTh,3:00- 4:50p,UCI BARN
3040,MW,3:00- 4:50p,PSTU 1110
3050,TuTh,8:30- 9:50 ,MAB 125
3051,MW,10:00-11:20 ,MAB 125
3052,MW,8:30- 9:50 ,MAB 129
3053,MW,11:30-12:50p,MAB 125
3054,TuTh,8:30- 9:50 ,MAB 129
3055,TuTh,10:00-11:20 ,MAB 125
3070,MW,10:00-11:50 ,CAC 3100B
3072,TuTh,1:00- 2:50pTuTh 1:00- 2:50p,STU4 101MAB 125
3074,MW,10:00-11:50 MW 10:00-11:50 ,CTT 118DS 124
3075,TuTh,10:00-11:50 ,ON LINE
3076,TuTh,1:00- 2:50p,ON LINE
3080,TuTh,3:00- 4:50p,CAC 3100B
3087,MW,10:00-10:50 ,CAC 3002
3088,MW,11:00-11:50 ,CAC 3002
3090,TuTh,10:00-11:50 ,SCS 272
3128,TuTh,11:00-12:20p,CAC 3100B
3130,TuTh,1:00- 2:20p,PSTU 1110
3135,MW,10:30-11:50 ,MAB 129
3140,MW,2:30- 3:50p,MAB 129
3142,TuTh,9:00-10:20 ,UCI BARN
3149,MW,1:00- 2:50p,STU4 209
3152,MW,11:00-12:50p,PSTU 1110
3158,TuTh,3:00- 4:50p,STU4 209
3164,MW,3:00- 4:50p,STU4 209
3170,MW,10:00-11:50 ,WSH 180
3175,Tu,3:00- 3:50p,CAC 3002
3180,Tu,4:00- 4:50p,CAC 3002
3185,Th,3:00- 3:50p,CAC 3002
3190,Th,4:00- 4:50p,CAC 3002
3197,TuTh,10:00-11:50 ,WSH 180
3200,F,9:00-12:50p,WSH 180
3209,TuTh,8:00- 9:50 ,ON LINE
3213,W,1:00- 2:50p,STU4 101
3217,TuTh,1:00- 2:50p,DS 124
3250,F,1:00- 2:50p,PSTU 1110
3252,TuTh,3:00- 4:20p,MAB 129
